id,Nombre,datasketch,pacifista,ojoalapaz,indepaz,ONU,Defensoria,Unidad de Victimas,Somos Defensores,Cinep. Noche y Niebla,CODHES,Colectivo de Abogados José Alvear Restrepo Cajar,Género,Fecha,Municipio,Departamento,Tipo de líder,Cargo,Móvil,Otros,Fuentes
donaldo-antonio-rodriguez,Donaldo Antonio Rodriguez Diaz,si,si,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-05-25,Moñitos,Córdoba,Líder comunitario,,,,http://www.wradio.com.co/noticias/judicial/primeras-capturas-por-homicidio-de-dos-testigos-en-el-caso-del-alcalde-de-monitos/20180126/nota/3701403.aspx https://www.laprensaweb.co/judicial/asesinan-a-ex-concejal-de-monitos/
carlos-augusto-paneso,Carlos Augusto Paneso,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-05-26,Tumaco,Nariño,Líder LGBTI,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
hector-javier-riascos,Hector Javier Riascos,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-05-30,Buenaventura,Valle del Cauca,Líder comunitario,,,,https://www.justiciaypazcolombia.com/dos-asesinatos-de-las-agc-en-medio-de-la-respuesta-represiva-del-estado
duberney-gomez,Duberney Gomez,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-06-01,Curvarado,Chocó,Líder comunitario,,,,https://www.justiciaypazcolombia.com/agc-responsables-del-asesinato-de-duberney-gomez/
efren-santo,Efren Santo,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2017-06-03,Rio Sucio,Chocó,Líder afrodescendiente,Presidente del Consejo Comunitario del Truandó,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
diego-andres-garcia,Diego Andres Garcia,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-06-03,Tumaco,Nariño,Líder indígena,,,,http://www.onic.org.co/comunicados-regionales/1898-nuestra-pervivencia-peligra-joven-indigena-awa-menor-de-edad-es-asesinado-de-un-impacto-de-bala
wilmar-barona,Wilmar Felipe Barona,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-06-04,Cali,Valle del Cauca,Líder comunal,Dirigente,"Murió en medio de un accidente en el que, al parecer, un vehículo de la Policía lo estrelló mientras él manejaba su motocicleta por la autopista suroriental de Cali.",NA,http://pacifista.co/cinco-casos-de-lideres-asesinados-en-los-que-estaria-implicada-la-fuerza-publica/
ricardo-cordoba,Ricardo Córdoba,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2017-06-06,Miraflores,Guaviare,Líder campesino o agrario,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
washington-cedeño,Washington Cedeño Otero,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2017-06-07,Puerto Escondido,Córdoba,Líder comunal,Miembro,Ataque a escasos 300 metros del instituto educativo en el que era profesor en Puerto Escondido,NA,https://www.elespectador.com/noticias/nacional/asesinan-tiros-profesor-en-zona-rural-de-puerto-escondido-cordoba-articulo-697266
juan-artunduaga,Juan Artunduaga,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-06-07,Paletará,Cauca,Líder comunitario,,,,http://www.lanacion.com.co/2017/06/07/juan-el-docente-de-pitalito-que-fue-asesinado-misteriosamente-en-el-cauca-2/
johana-alarcon,Johana Alarcon,si,NA,NA,si,NA,NA,NA,NA,NA,NA,si,F,2017-06-09,Cali,Valle del Cauca,Líder comunitario,Docente,Recibió cuatro impactos con arma fuego,,https://www.bluradio.com/cali/docente-de-colegio-publico-de-cali-fue-asesinada-cuando-llegaba-su-casa-143573
bernardo-cuero-bravo,Bernardo Cuero Bravo,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-06-09,Malambo,Atlántico,Líder afrodescendiente,,,,http://www.eltiempo.com/justicia/delitos/asesinado-lider-de-victimas-en-malambo-atlantico-96816
narda-barchilon,Narda Barchilón,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,F,2017-06-14,Arauca,Arauca,Líder comunitario,Activista por los derechos de las mujeres de la Comunidad de Mujeres Barrios Villaluz y ORG apoyar,Estaba en casa cuando dos hombres armados entraron y le dispararon,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
jose-maria-lemus,José María Lemus Téllez,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-06-15,Tibú,Norte de Santander,Líder comunal,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
mauricio-fernando-velez,Mauricio Fernando Vélez López,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-06-21,Buenos Aires,Cauca,Líder sindical,,,,http://www.elpais.com.co/judicial/exgerente-deportivo-de-america-de-cali-fue-asesinado-en-el-norte-del-cauca.html
juan-sebastian-mayorga,Juan Sebastian Mayorga Yatacue,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-06-24,Santander de Quilichao,Cauca,Líder indígena,,,,https://www.proclamadelcauca.com/asesinaron-dos-jovenes-quilichao/
jhonatan-ferney-rodriguez,Jhonatan Ferney Rodriguez Guanga,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-06-28,Tumaco,Nariño,Líder indígena,,,,http://www.elmundo.com/noticia/Indigenas-awa-denunciaron-asesinato-de-menor-en-Tumaco/48317; http://www.onic.org.co/comunicados-regionales/1711-nuestro-luto-continua-menor-indigena-awa-del-resguardo-gran-rosario-asesinado-en-su-casa
eugenio-renteria-martinez,Eugenio Rentería Martínez,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-07-03,Quibdó,Chocó,Líder comunal,,,,http://www.rcnradio.com/locales/antioquia/consternacion-en-quibdo-por-asesinato-de-un-lider-del-comite-civico/
fabian-alberto-alvarez,Fabián Alberto Alvarez,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-07-03,Medellín,Antioquia,Líder comunitario,,,,http://www.eltiempo.com/colombia/medellin/homicidio-de-lider-causaria-nuevo-desplazamiento-masivo-en-la-loma-109858
hector-william-mina,Héctor William Mina,si,si,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-07-14,Caloto,Cauca,Líder afrodescendiente,,,,https://www.elespectador.com/noticias/judicial/otro-lider-asesinado-en-caloto-cauca-articulo-703267
ezequiel-rangel,Ezequiel Rangel,si,si,si,NA,si,NA,NA,si,NA,NA,NA,M,2017-07-17,El Carmen,Norte de Santander,Líder campesino o agrario,,,,http://colombia2020.elespectador.com/pais/ezequiel-rangel-el-lider-asesinado-que-socializaba-el-acuerdo-de-paz
juana-almazo-uriana,Juana Almazo Uriana Epiayú,si,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,F,2017-07-26,Uribia,La Guajira,Líder juvenil,Coordinadora de convivencia en la Institución Educativa Camino Verde,"Desapareció el domingo 24 de septiembre de 2017 al salir de su ranchería Camino Verde hacia La Uribia a hacer una diligencia. Su cadáver fue encontrado dos días después muy cerca al corregimiento El Pájaro del municipio de Manaure, Guajira, y fue trasladado al Instituto de Medicina Legal de Barranquilla",,http://rutasdelconflicto.com/tras-el-acuerdo/node/89
manuel-jaime-arango,Manuel Jaime Arango,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-07-26,Medellín,Antioquia,Líder comunitario,,,,https://noticias.caracoltv.com/medellin/capturan-al-presunto-asesino-del-rector-del-colegio-rafael-uribe-uribe-en-medellin
wilmer-hernandez,Wilmer Hernández Caicedo,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2017-07-29,López de Micay,Cauca,Líder comunal,Miembro,Fue abordado por sujetos desconocidos que le dispararon en repetidas veces cuando salía de su vivienda en la madrugada ,NA,http://www.wradio.com.co/noticias/actualidad/asesinado-lider-social-en-la-costa-pacifica-del-cauca/20170729/nota/3534197.aspx
luis-edilson-arango,Luis Édilson Arango Gallego,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-08-01,Puerto Nare,Antioquia,Líder campesino o agrario,,,,http://hsbnoticias.com/noticias/judicial/asesinaron-benito-importante-lider-social-y-politico-en-pu-337224
jesus-maria-morales,Jesús María Morales Morales,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-08-04,Belalcázar,Caldas,Líder indígena,,,,http://www.lapatria.com/sucesos/de-un-disparo-asesinaron-lider-de-resguardo-totumal-de-belalcazar-378905
luis-genaro-ochoa,Luis Genaro Ochoa Sánchez,si,NA,NA,NA,si,NA,NA,si,NA,NA,NA,M,2017-08-07,Pitalito,Huila,Líder comunitario,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf; http://www.lanacion.com.co/2017/04/07/conmocion-por-asesinato-de-reconocido-abogado-y-ex-personero-de-pitalito/; http://caracol.com.co/emisora/2017/04/07/neiva/1491530744_971206.html
nidio-davila,Nidio Dávila,si,si,si,si,si,NA,NA,NA,NA,NA,NA,M,2017-08-08,El Rosario,Nariño,Líder campesino o agrario,,,,http://colombia2020.elespectador.com/pais/asesinato-de-nidio-davila-contra-la-sustitucion-de-coca
idaly-castillo-narvaez,Idaly Castillo Narváez,si,si,si,si,si,NA,NA,si,NA,NA,NA,F,2017-08-09,Rosas,Cauca,Líder comunitario,Miembro de la mesa de víctimas del Cauca,"La sacaron de su casa. La violaron, la torturaron y la mataron a pocos metros de ese lugar",,http://pacifista.co/una-lider-asesinada-las-mujeres-siguen-siendo-un-arma-de-guerra/
fernando-rivas-asprilla,Fernando Rivas Asprilla,si,si,si,si,si,NA,NA,NA,NA,NA,NA,M,2017-08-11,Piamonte,Cauca,Líder comunitario,,,,http://www.eltiempo.com/colombia/cali/asesinado-otro-lider-social-en-el-cauc-119322
alcibiades-de-jesus-largo,Alcibiades De Jesús Largo Hernández,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-08-12,Supia,Caldas,Líder indígena,Miembro de guardia indígena de Cañamomo Lomaprieta ,"A primeras horas de la mañana fue encontrado muerto por un disparo en la cabeza, en el lugar de su residencia.",,http://www.onic.org.co/comunicados-regionales/1992-autoridades-indigenas-del-resguardo-de-canamomo-lomaprieta-en-caldas-denuncian-el-asesinato-del-comunero-y-guardia-indigena-alcibiades-largo-hernandez
manuel-ramirez-mosquera,Manuel Ramírez Mosquera,si,si,si,si,si,NA,NA,NA,NA,NA,NA,M,2017-08-17,Riosucio,Chocó,Líder campesino o agrario,,,,http://pacifista.co/45-lideres-sociales-asesinados-inicio-implementacion/
harold-eusebio-benavides,Harold Eusebio Benavides,NA,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,M,2017-08-29,Tumaco,Nariño,Líder comunitario,,,,http://hsbnoticias.com/noticias/judicial/harold-benavides-asesinado-en-barbacoas-era-un-reconocido-li-341058
leonardo-ballesteros-rodriguez,Leonardo Ballesteros Rodríguez,NA,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,M,2017-09-09,Medellín,Antioquia,Líder comunitario,,,,http://www.eltiempo.com/colombia/medellin/crimen-contra-leonardo-ballesteros-rodriguez-abogado-de-victimas-del-conflicto-129274
jose-adalberto-torijano,Jose Adalberto Torijano,NA,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2017-09-21,Corinto,Cauca,Líder campesino o agrario,,,,http://www.contagioradio.com/ejercito-habria-asesinado-a-campesino-jose-alberto-torijano-en-corinto-cauca-articulo-46999/
maritza-yuliana-garcia,Maritza Yuliana García Vinasco,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,F,2017-09-23,Pereira,Risaralda,Líder juvenil,Lideraba un proceso de ayuda con niños y habitantes de calle en el área metropolitana de Pereira,"Murió luego de ser atacada por varios impactos de arma de fuego, por un desconocido al momento que regresaba a su lugar de residencia",,http://www.rcnradio.com/locales/risaralda/autoridades-investigan-asesinato-lider-social-dosquebradas/
nelson-eduardo-velandia,Nelson Eduardo Velandia Ortiz,NA,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,M,2017-09-24,Bogotá,Bogotá,Líder comunitario,,,,https://www.pulzo.com/nacion/rector-colegio-asesinado-fue-amenazado-por-estudiante-bogota-PP354244
carlos-mario-hicapie,Carlos Mario Hincapié,NA,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-09-28,San Rafael,Antioquia,Líder comunitario,,,,http://hsbnoticias.com/noticias/judicial/asesinado-carlos-mario-hincapie-lider-del-centro-democratico-353121
javier-sevilla-alvarez,Javier Sevilla Álvarez,NA,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-09-29,Tibú,Norte de Santander,Líder campesino o agrario,,,,http://rutasdelconflicto.com/tras-el-acuerdo/node/16
luis-alfonso-villadiego,Luis Alfonso Villadiego,NA,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-10-03,Sampués,Sucre,Líder indígena,,,,http://www.eluniversal.com.co/regional/autoridades-tiene-indicios-de-uno-de-los-hombres-que-asesino-al-lider-indigena-263380
alfonso-taicus-taicus,Alfonso Taicus Taicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2017-10-05,Tumaco,Nariño,Líder campesino o agrario,,"Masacre que se presentó en zona rural de Tumaco, en medio de los disturbios por la erradicación de cultivos ilícitos",,https://redhuerteros.org/b410&registros=10&pagina=26&orden=ASC
diego-escobar-dorado,Diego Escobar Dorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2017-10-05,Tumaco,Nariño,Líder campesino o agrario,,,,https://redhuerteros.org/b410&registros=10&pagina=25&orden=ASC
jaimen-guanga-pai,Jaimen Guanga Pai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2017-10-05,Tumaco,Nariño,Líder campesino o agrario,,,,https://redhuerteros.org/b410&registros=10&pagina=13&orden=ASC
janier-usperto-cortes,Janier Usperto Cortés Mairongo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2017-10-05,Tumaco,Nariño,Líder campesino o agrario,,,,https://redhuerteros.org/b410&registros=10&pagina=25&orden=ASC
nelson-chacuendo-calambas,Nelson Chacuendo Calambas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2017-10-05,Tumaco,Nariño,Líder campesino o agrario,,,,https://redhuerteros.org/b410&registros=10&pagina=25&orden=ASC
jimmy-humberto-medina,Jimmy Humberto Medina,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-10-05,San José,Guaviare,Líder comunal,,,,https://www.contagioradio.com/fue-asesinado-lider-social-en-san-jose-del-guaviare-articulo-47579/
jorge-luis-garcia,Jorge Luis García Berrio,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-10-05,Cartagena,Bolívar,Líder comunal,,,,http://caracol.com.co/emisora/2017/10/07/cartagena/1507372319_774190.html http://www.eluniversal.com.co/sucesos/indignacion-por-muerte-de-lider-comunal-263603
oscar-tenorio-sunscue,Óscar Tenorio Sunscue,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-10-06,Páez,Cauca,Líder indígena,,,,https://www.elespectador.com/noticias/judicial/onu-alerta-por-crimen-de-gobernador-indigena-en-cauca-articulo-718165
ezquivel-manyoma,Ezquivel Manyoma,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-10-07,Medio Baudó,Chocó,Líder indígena,,,,http://confidencialcolombia.com/es/1/lo_mas_confidencial/32682/Paramilitares-asesinaron-en-Choc%C3%B3-al-l%C3%ADder-ind%C3%ADgena-Ezquivel-Manyoma-Lideres-sociales-Crimen-Paramilitares-Choc%C3%B3.htm
maria-efigenia-vasquez,María Efigenia Vásquez Astudillo,si,si,si,si,si,NA,NA,si,NA,NA,NA,F,2017-10-08,Puracé,Cauca,Líder indígena,Miembro de la emisora del resguardo Kokonkco,"Falleció tras resultar herida, con proyectil de arma de fuego, en medio de las confrontaciones entre integrantes del pueblo de Kokonkco y efectivos del Escuadrón Móvil Antidisturbios, Esmad, de la Policía Nacional",,http://www.elcolombiano.com/colombia/paz-y-derechos-humanos/efigenia-vasquez-periodista-indigena-murio-en-enfrentamientos-con-el-esmad-en-cauca-CF7456062
ofelia-espinosa-de-lopez,Ofelia Espinosa de Lopez,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,F,2017-10-08,Santurario,Risaralda,Líder comunitario,Tesorera de la Junta de Acción Comunal de la vereda La Guaira,"Fue asesinada junto con su esposo el 6 de octubre de 2017, al parecer en un intento de robo a su tienda Villa Rubiela",,http://lapazenelterreno.com/node/109
luis-fernando-gil,Luis Fernando Gil,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-10-08,Medellín,Antioquia,Líder comunitario,,,,http://www.eltiempo.com/colombia/medellin/homicidio-de-lider-social-en-el-barrio-castilla-de-medellin-136524
liliana-patricia-catano,Liliana Patricia Cataño Montoya,si,si,si,si,si,NA,NA,si,NA,NA,NA,F,2017-10-17,Medellín,Antioquia,Líder comunitario,Participaba en proyectos relacionados con tierras y reclamación de predios del sector,"Fue asesinada con arma de fuego en el barrio El Socorro, límites entre la comuna 13 y el corregimiento de San Cristóbal, occidente de Medellín",,http://lapazenelterreno.com/node/45
jose-jair-cortes,José Jair Cortés,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-10-17,Tumaco,Nariño,Líder comunitario,,,,http://www.semana.com/nacion/articulo/asesinan-a-uno-de-los-lideres-comunitarios-que-denuncio-masacre-de-tumaco/544116
eliecer-carvajal,Eliécer Carvajal,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-10-17,Puerto Guzmán,Putumayo,Líder comunal,,,,https://www.elespectador.com/noticias/nacional/con-eliecer-carvajal-son-tres-los-lideres-sociales-asesinados-en-tres-dias-articulo-718839
liliana-astrid-ramirez,Liliana Astrid Ramírez Martínez,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,F,2017-10-20,Coyaima,Tolima,Líder comunitario,Docente,Fue asesinada después de que sicarios le dispararan y huyeran del sitio sin ser capturados,,http://www.notimerica.com/politica/noticia-colombia-matan-profesora-colombiana-liliana-astrid-ramirez-cuarta-lider-social-asesinada-solo-dos-dias-20171020023938.html
miguel-perez,Miguel Pérez,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-10-23,Tarazá,Antioquia,Líder comunal,Presidente de la Junta de Acción Comunal de la vereda La Unión del municipio de Tarazá,,,http://www.elcolombiano.com/antioquia/seguridad/asesinato-de-lider-social-en-taraza-CA7543433 https://www.minuto30.com/a-lider-social-de-sustitucion-de-cultivos-ilicitos-lo-sacaron-de-su-casa-y-lo-asesinaron-en-taraza-antioquia/502740/
eduar-andres-aponza,Eduar Andres Aponza Lasso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2017-10-28,Cali,Valle del Cauca,Líder juvenil,Miembro de las Juventudes del Partido Liberal y funcionario de la Alcaldía de Guachené,Fue sorprendido por sujetos que le dispararon varias veces.,,"http://hsbnoticias.com/noticias/judicial/joven-lider-del-cauca-fue-vilmente-asesinado-por-un-sicario-248880, http://periodicolaultima.com/2016/10/30/muerto-abaleado-en-cali-joven-dirigente-de-guachene/"
ramon-alcides-garcia,Ramón Alcides García Zapata,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-10-30,Briceño,Antioquia,Líder campesino o agrario,,,,https://noticias.caracoltv.com/medellin/denuncian-asesinato-de-otro-lider-campesino-en-antioquia
aulio-isarama-forastero,Aulio Isarama Forastero,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-11-10,Alto Baudó,Chocó,Líder indígena,,,,https://noticias.caracoltv.com/colombia/asesinan-lider-social-y-gobernador-indigena-en-choco-frente-su-comunidad https://www.elespectador.com/noticias/judicial/es-un-incidente-grave-que-sera-evaluado-gobierno-sobre-crimen-de-lider-indigena-manos-del-eln-articulo-720559
luz-yeni-montano,Luz Yeni Montaño Arboleda,si,si,si,si,NA,NA,NA,si,NA,NA,NA,F,2017-11-13,Tumaco,Nariño,Líder comunal,Miembro de la Junta de Acción Comunal del barrio Viento Libre de Tumaco (Nariño). Trabajaba de la mano con la parroquia La Resurreción,Al parecer dos hombres ingresaron a su vivienda y le propinaron varios disparos,,https://www.elespectador.com/noticias/nacional/asesinan-yeni-montano-arboleda-lider-social-de-tumaco-narino-articulo-723014
albert-martinez,Albert Martínez,NA,NA,si,si,NA,NA,NA,si,NA,NA,NA,M,2017-11-15,Cajibío,Cauca,Líder comunitario,Miembro de la Marcha Patriótica,"Fue reportado como desaparecido después de que unos sujetos lo sacaran de su finca, una semana después apareció muerto con varios impactos de bala en su cuerpo en zona rural del municipio de Cajibío en Cauca.",,http://www.resumenlatinoamericano.org/2017/11/15/colombia-continua-asesinato-de-lideres-sociales-aparece-muerto-el-campesino-albert-martinez/
juan-carlos-martinez,Juan Carlos Martínez Botero,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-11-19,Manizales,Caldas,Líder sindical,,,,https://www.elespectador.com/noticias/nacional/matan-lider-sindical-caldense-en-una-casa-de-citas-articulo-723980
mario-jacanamijoy,Mario Jacanamijoy,si,si,si,si,NA,NA,NA,si,NA,NA,NA,M,2017-11-25,Belén de los Andaquies,Caquetá,Líder indígena,,,,http://www.semana.com/nacion/articulo/aseinato-lider-social-mario-jacanamijoy-caqueta/548555
mario-castano-bravo,Mario Castaño Bravo,si,si,si,si,NA,NA,NA,si,NA,NA,NA,M,2017-11-27,Belén de Bajirá,Chocó,Líder campesino o agrario,,,,https://www.elespectador.com/noticias/nacional/asesinan-otro-lider-de-restitucion-de-tierras-en-belen-de-bajira-articulo-725318
edison-marcial-ortiz,Édison Marcial Ortiz Bolaños,si,si,,,,,,,,,,M,2017-11-30,Maguí Payán,Nariño,Líder comunitario,Representante del Consejo Comunitario Manos Amigas,"Murió en medio de una masacre ocurrida, al parecer, en enfrentamientos entre el ELN y disidencias de las Farc",,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/
luis-alfonso-giraldo,Luis Alfonso Giraldo,si,si,NA,si,NA,NA,NA,si,NA,NA,NA,M,2017-12-04,Puerto Asís,Putumayo,Líder comunal,,,,http://www.contagioradio.com/asesinan_luis_alfonso_giraldo_camelita_putumayo-articulo-49658/
hernan-bedoya,Hernán Bedoya,si,si,NA,si,NA,NA,NA,si,NA,NA,NA,M,2017-12-08,Rio Sucio,Chocó,Líder campesino o agrario,,,,http://www.justiciaypazcolombia.com/asesinado-lider-hernan-bedoya/
jose-rafael-de-la-hoz,José Rafael De La Hoz Villa,si,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2017-12-15,Pivijay,Magdalena,Líder comunitario,,,,http://pacocol.org/index.php/comites-regionales/magdalena/3410-asesinan-a-miembro-de-la-mesa-de-victimas-de-pivijay-magdalena
alfonso-perez-mellizo,Alfonso Pérez Mellizo,si,si,,,,,,,,,,M,2017-12-18,Patía,Cauca,Líder comunal,Miembro de la Junta de Acción Comunal del corregimiento Pan de Azúcar,Su cuerpo sin vida había sido hallado por la comunidad del corregimiento Pan de Azúcar,,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/
pablo-oviedo,Pablo Oviedo,si,si,,,,,,,,,,M,2017-12-20,Puerto Asís,Putumayo,Líder comunal,Dirigente comunal de la vereda Puerto Colombia,Recibió varios disparos por parte de sujetos desconocidos,,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/
guillermo-javier-artuz,Guillermo Javier Artuz,si,si,,,,,,,,,,M,2017-12-24,Tierralta,Córdoba,Líder campesino o agrario,Miembro de la Asociación de Campesinos Productores de la vereda La Osa,"Había desparecido desde el 22 de diciembre, cuando salió de su casa rumbo a su trabajo en la Asociación de Campesinos Productores de la vereda La Os",,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/
mario-dumar-rojas,Mario Dumar Rojas,si,si,,,,,,,,,,M,2017-12-29,Cumaral,Meta,Líder comunal,Presidente de la Junta de Acción Comunal de la vereda El Yarí de Cumaral,Fue asesinado en la cancha de fútbol del barrio Limón de Cumaral,,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/
hector-everson-hernandez,Hector Everson Hernández,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-01-04,Bogotá,Bogotá,Líder comunitario,,,,https://www.elespectador.com/noticias/bogota/cuerpo-encontrado-en-mochuelo-si-era-el-de-rapero-samurai-articulo-733456 http://lacarinosa.rcnradio.com/noticias/investigan-cuerpo-sin-vida-hallado-ciudad-bolivar-samurai/
alirio-sanchez,Alirio Sanchez,NA,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-06,Totoró,Cauca,Líder indígena,Médico tradicional de un resguardo indígena de Tororó.,"El desplazaba desde la galería de esta localidad del oriente del Cauca hacia el sector de La Peña, luego de realizar la venta de un lote de papa, como era su costumbre. En el trayecto fue interceptado por varios sujetos que, tras reducirlo, procedieron a atacarlo con arma blanca, causándole mortales heridas en el pecho, el cuello y la espalda.",,http://www.eltiempo.com/colombia/cali/familiares-de-medico-tradicional-en-cauca-piden-aclarar-su-asesinato-170690; https://www.elpais.com.co/judicial/asesinan-a-medico-tradicional-en-totoro-cauca.html
diana-luz-romero,Diana Luz Romero Mogales,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,F,2018-01-09,Puerto Leguízamo,Putumayo,Líder comunal,"Presidenta de la Junta de Acción Comunal en la Vereda San Joaquín, del corregimiento de Piñuña        Negro",Fue apuñalada por su ex pareja en el área rural de Puerto Leguízamo. El perpetrador ha sido capturado y acusado de su asesinato.,,https://hrdmemorial.org/es/hrdrecord/diana-luz-romero-mogajes/
diana-luz-solano,Diana Luz Solano,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,F,2018-01-16,Saragoza,Antioquia,Líder indígena,Hija del gobernador local,"Fue asesinada cuando visitaba a su madre en la vereda La Concha, ubicada entre los límites de los municipios de Zaragoza y Caucasia",,http://www.eltiempo.com/colombia/medellin/antioquia-homicidio-de-hija-de-gobernador-indigena-en-zaragoza-172136
victor-manuel-morato,Víctor Manuel Morato,si,si,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-17,Yondó,Antioquia,Líder comunal,Presidente de la Junta de Acción Comunal de la vereda La Rompida Uno,Hombres armados le propinaron varios impactos de bala y lo dejaron tirado a un costado de la vía,,http://www.vanguardia.com/santander/barrancabermeja/421880-asesinan-a-lider-de-la-zona-rural-de-yondo
jorge-jimy-celis,Jorge Jimy Celis,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-17,Cúcuta,Norte de Santander,Líder comunitario,,Fue asesinado por un hombre encapuchado que le propinó varios disparos,Fue capturado el presunto asesino,https://www.eltiempo.com/colombia/medellin/medellin-173042
plinio-pulgarin,Plinio Pulgarín,si,si,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-18,San José de Uré,Córdoba,Líder comunal,Presidente de la Junta de Acción Comunal de la vereda San Pedrito,"Un grupo de hombres armados llegó en la madrugada a la comunidad para asesinar al líder comunal, de igual manera amenazaron al resto de la comunidad para que abandonen el territorio.",,https://www.telesurtv.net/news/Asesinan-en-Colombia-a-lider-social-Plinio-Pulgarin-20180119-0001.html
leidy-xiomara-pena,Leidy Xiomara Peña Naveo,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,F,2018-01-19,Tame,Arauca,Líder comunitario,Docente,Fue asesinada cuando pasó por un retén militar montado en la vía Tame-Saravena,,http://caracol.com.co/radio/2018/01/20/regional/1516402899_241521.html
